id,first_name,last_name,email,phone,birth_date,membership
991,Constantine,Benzie,cbenzieri@ocn.ne.jp,582-766-5850,1992-02-24,G
992,Rhys,Quick,rquickrj@dropbox.com,135-761-9973,1978-12-29,G
993,Ware,Cobbe,wcobberk@shareasale.com,418-605-0320,1964-10-08,G
994,Chic,Doles,cdolesrl@skype.com,269-809-3890,1990-05-20,S
995,Teresina,Stirling,tstirlingrm@smh.com.au,666-609-1165,1996-07-23,G
996,Tymothy,Dimmack,tdimmackrn@yellowbook.com,924-160-3089,1996-03-13,G
997,Rosabel,Foxall,rfoxallro@apache.org,859-919-4612,1975-11-24,G
998,Asa,Smeal,asmealrp@ezinearticles.com,185-646-0989,1997-07-31,S
999,Anselm,Judkins,ajudkinsrq@trellian.com,581-449-6475,1986-01-25,B
1000,Raven,De la Feld,rdelafeldrr@uol.com.br,401-603-2711,2005-07-09,S
